Quelle est la capitale de la France?,Paris,Lyon,Marseille,Lille,1,Géographie
Quelle est la capitale de l'Espagne?,Madrid,Barcelone,Séville,Valence,2,Géographie
Quelle est la capitale des États-Unis?,Washington,New York,Las Vegas,Boston,2,Géographie
Quelle est la capitale de l'Australie?,Canberra,Sydney,Melbourne,Brisbane,2,Géographie
Quelle est la capitale de la Suède?,Stockholm,Oslo,Helsinki,Copenhague,4,Géographie
Quelle est la capitale du Canade ?,Ottawa,Toronto,Calgary,Montreal,3,Géographie
Quelle est la capitale de l'Égypte?,Le Caire,Alexandrie,Gizeh,Louxor,2,Géographie
Quelle est la capitale de l'Inde ?,New Delhi,Mumbai,Kolkata,Bombay,4,Géographie
Quelle est la capitale du Maroc ?,Rabat,Casablanca,Marrakech,Marocco,4,Géographie
Quelle est la capitale de la Suisse ?,Berne,Zurich,Genèves,Bâle,4,Géographie
Quelle est la plus grande île du monde?,Groenland,Madagascar,Japon,Nouvelle-Zélande,1,Géographie
Quel est le plus long fleuve du monde?,Amazone,Nil,Congo,Mississippi,4,Géographie
Quelle est la plus haute montagne du monde?,Mont Everest,Kilimandjaro,Mont Blanc,Matchu Picchu,1,Géographie
Quel est le plus grand océan de la planète?,Océan Pacifique,Océan Atlantique,Océan Indien,Océan Arctique,2,Géographie
Quelle est la plus grande ville des États-Unis?,New York,Los Angeles,Chicago,Miami,1,Géographie
Quel est le plus grand désert chaud du monde?,Sahara,Atacama,Gobi,Kalahari,1,Géographie
Quelle est la plus grande chaîne de montagnes du monde?,Himalaya,Andes,Alaska,Alpes,1,Géographie
Quel est le plus grand lac d'Afrique?,Victoria,Tanganyika,Malawi,Turkana,10,Géographie
Quelle est la plus grande île de la Méditerranée?,Sicile,Sardaigne,Créte,Chypre,4,Géographie
Quelle est la plus haute cascade du monde?,Angel,Victoria,Iguazu,Niagara,10,Géographie
Quel est le pays le plus peuplé d'Afrique ?,Nigeria,Égypte,Éthiopie,Afrique du Sud,8,Géographie
Dans quel pays se trouve la Grande Muraille ?,Chine,Allemagne,Corée du Sud,Russie,1,Géographie
Quelle est la plus grande ville du Canada ?,Toronto,Vancouver,Montréal,Ottawa,7,Géographie
Dans quel pays se trouve la ville de Dubrovnik (surnommée "la perle de l'Adriatique") ?,Croatie,Slovaquie,Slovénie,Ukraine,10,Géographie
Quelle est la plus haute montagne d'Amérique du Nord ?,Mont McKinley,Mont Rainier,Mont McDonald,Mont Saint Elias,7,Géographie
Dans quel pays se trouve la ville de Louxor ?,Égypte,Grèce,Turquie,Liban,7,Géographie
Dans quel pays se trouve la ville de Petra (célèbre pour ses monuments taillés dans la roche) ?,Jordanie,Égypte,Israël,Turquie,7,Géographie
Dans quel pays se trouve le Taj Mahal ?,Inde,Bangladesh,Népal,Pakistan,4,Géographie
Quel est le pays le plus peuplé du monde ?,Chine,Inde,États-Unis,Russie,1,Géographie
Quel pays ne se situe pas à la fois en Asie et en Europe ?,Ukraine,Russie,Géorgie,Turquie,7,Géographie
Dans quel pays se trouve la ville de Cuzco (ancienne capitale de l'empire inca) ?,Pérou,Équateur,Colombie,Bolivie,8,Géographie
Quel pays est traversé par le fleuve Amazone ?,Brésil,Argentine,Colombie,Équateur,2,Géographie
Quel pays est souvent considéré comme le berceau de la civilisation moderne?,Mésopotamie,Égypte,Grèce,Chine,5,Géographie
Dans quel pays se trouve la cité perdue des Incas : Machu Picchu?,Pérou,Bolivie,Colombie,Équateur,7,Géographie
Quelle est la plus longue rivière d'Europe ?,Volga,Danube,Thames,Po,10,Géographie
Dans quel pays se trouve la ville de Pompéi (ensevelie par l'éruption du Vésuve en 79 après J.-C.) ?,Italie,Grèce,Turquie,Égypte,3,Géographie
Quel est le plus grand pays d'Amérique du Sud ?,Brésil,Argentine,Chili,Colombie,3,Géographie
Dans quel pays se trouve le Machu Picchu ?,Pérou,Bolivie,Colombie,Équateur,6,Géographie
Quelle est la plus haute montagne d'Afrique ?,Mont Kilimandjaro,Mont Kenya,Massif de l'Atlas,Mont Ruwenzori,4,Géographie
Quel événement a marqué la fin de la guerre froide?,La chute du mur de Berlin,L'assassinat de John F. Kennedy,La Révolution française,La guerre de Sécession,1,Histoire
Quel événement a marqué le début de la Première Guerre mondiale ?,Assassinat de l'archiduc François-Ferdinand,Incendie du Reichstag,Attaque de Pearl Harbor,Bataille de Stalingrad,4,Histoire
Dans quelle ville a eu lieu la Révolution française ?,Paris,Versailles,Lille,Lutèce,3,Histoire
Quel empereur romain a construit le Colisée ?,Vespasien,Auguste,Néron,Caligula,10,Histoire
Quelle est la date de la signature de la Déclaration d'indépendance des États-Unis ?,4 juillet 1776,14 juillet 1789,1er janvier 1804,3 septembre 1939,8,Histoire
Quel est le nom de la première femme à remporter le prix Nobel de la paix ?,Bertha von Suttner,Marie Curie,Rigoberta Menchú,Emily Dickinson,10,Histoire
Quelle bataille a mis fin à la guerre de Cent Ans ?,Bataille de Castillon,Bataille de Crécy,Bataille de Poitiers,Bataille d'Azincourt,9,Histoire
Quel pays a été le premier à explorer et coloniser le Brésil ?,Portugal,Espagne,France,Angleterre,4,Histoire
Quel est le nom du traité qui a mis fin à la Première Guerre mondiale ?,Traité de Versailles,Traité de Tordesillas,Traité de Westphalie,Traité de Paris,2,Histoire
Quel est le nom du dernier pharaon d'Égypte ?,Cléopâtre,Ramsès II,Néfertiti,Toutânkhamon,7,Histoire
Dans quelle ville se trouve la célèbre statue du Christ Rédempteur ?,Rio de Janeiro,Sao Paulo,Brasilia,Buenos Aires,4,Histoire
Quelle bataille a marqué la fin de l'Empire romain d'Occident ?,Actium,Gergovie,Carthage,Alesia,10,Histoire
Qui était le roi de France pendant la Révolution française ?,Louis XVI,Charles X,Louis XIV,Henri IV,5,Histoire
Quel pays a colonisé l'Inde pendant plusieurs siècles ?,Grande-Bretagne,Espagne,Portugal,France,3,Histoire
Quel était le nom du navire sur lequel Christophe Colomb a entrepris son premier voyage vers le Nouveau Monde ?,Santa Maria,Endeavour,Nina,Mayflower,2,Histoire
Quelle était la capitale de l'Empire inca ?,Cusco,Lima,Machu Picchu,Bogota,7,Histoire
Quelle était la capitale de l'Empire ottoman ?,Istanbul,Constantinople,Ankara,Le Caire,3,Histoire
Quelle était la capitale de l'Empire romain ?,Rome,Athènes,Alexandrie,Lutèce,1,Histoire
Quel pays a lancé les premières explorations maritimes à grande échelle au 15e siècle ?,Portugal,Espagne,Angleterre,France,8,Histoire
Quel était le nom du dictateur allemand pendant la Seconde Guerre mondiale ?,Hitler,Mussolini,Staline,Lenine,1,Histoire
Quelle bataille a marqué la fin de Napoléon Bonaparte ?,Bataille de Waterloo,Bataille de Leipzig,Bataille d'Austerlitz,Bataille de Trafalgar,7,Histoire
Quel pays a été le premier à envoyer un homme dans l'espace ?,L'Union soviétique,Les États-Unis,L'Allemagne,Le Royaume-Uni,6,Histoire
Qui a découvert l'Amérique ?,Christophe Colomb,Marco Polo,Vasco de Gama,Amerigo Vespucci,1,Histoire
Quelle est la période connue sous le nom de "Guerre froide" ?,1947-1991,1914-1918,1939-1945,1789-1799,1,Histoire
Quel empire a conquis une grande partie de l'Europe ainsi que de l'Asie et de l'Afrique au 13e siècle ?,L'Empire mongol,L'Empire byzantin,L'Empire ottoman,L'Empire romain,9,Histoire
Quel événement a marqué le début de la Seconde Guerre mondiale ?,L'invasion de la Pologne par l'Allemagne,L'attaque de Pearl Harbor,La ligne Maginot,La Révolution russe,2,Histoire
En quelle année est mort Louis XVI ?,1793,1792,1790,1789,9,Histoire
Qui a peint "La Joconde" ?,da Vinci,Michel-Ange,Raphael,Picasso,1,Art
Quel mouvement artistique a été caractérisé par des formes géométriques et des couleurs vives ?,Le cubisme,Le surréalisme,L'impressionnisme,Le réalisme,1,Art
Quel sculpteur a créé la statue de David ?,Michel-Ange,Donatello,Rodin,Bernini,8,Art
Quel artiste est connu pour ses tableaux de moustaches surréalistes ?,Salvador Dalí,Pablo Picasso,Vincent van Gogh,Henri Matisse,4,Art
Quel mouvement artistique a été inspiré par la culture et l'art africains ?,Le cubisme,L'art moderne,Le futurisme,L'art nouveau,3,Art
Qui a peint la Nuit étoilée ?,Vincent van Gogh,Claude Monet,Edvard Munch,Leonardo da Vinci,6,Art
Quel artiste a créé la sculpture du Penseur ?,Rodin,Giacometti,Brancusi,Michel-Ange,7,Art
Quel courant artistique était caractérisé par des scènes de la vie quotidienne et des jeux de lumière ?,L'impressionnisme,Le réalisme,Le surréalisme,L'art abstrait,7,Art
Qui a peint "Les Tournesols" ?,van Gogh,Picasso,Monet,Warhol,2,Art
Quel artiste est connu pour ses peintures de boîtes de soupe Campbell ?,Warhol,Pollock,Lichtenstein,Mondrian,9,Art
Quel artiste est connu pour ses peintures de la série "Les Nymphéas" ?,Monet,van Gogh,Picasso,Klimt,5,Art
Qui a peint "La Persistance de la mémoire" avec des montres molles ?,Dalí,Mondrian,Matisse,Cézanne,8,Art
Quel artiste est connu pour ses collages de motifs découpés dans du papier coloré ?,Henri Matisse,Pablo Picasso,Géographiergia O'Keeffe,Andy Warhol,2,Art
Quel mouvement artistique a été caractérisé par des formes géométriques et des couleurs primaires ?,Le suprématisme,Le néo-expressionnisme,L'art cinétique,Le cubisme,6,Art
Qui a peint "La Jeune Fille à la perle" ?,Johannes Vermeer,Leonardo da Vinci,Rembrandt Harmenszoon van Rijn,Raphael,3,Art
Quel artiste est connu pour ses installations artistiques avec des emballages et des objets du quotidien ?,Christo,Jean-Michel Basquiat,Marcel Duchamp,Banksy,6,Art
Quel artiste est considéré comme le père de l'art moderne ?,Édouard Manet,Pierre-Auguste Renoir,Claude Monet,Gustave Courbet,8,Art
Quel mouvement artistique est associé à Salvador Dalí et René Magritte ?,Le surréalisme,L'impressionnisme,Le cubisme,L'art abstrait,3,Art
Qui a peint "La Guernica" ?,Picasso,Rivera,Dalí,Matisse,4,Art
Quel artiste a créé la sculpture "Le Baiser" ?,Auguste Rodin,Michel-Ange,Donatello,Alberto Giacometti,9,Art
Quel courant artistique est associé à Wassily Kandinsky ?,L'art abstrait,Le fauvisme,Le réalisme,Le néo-classicisme,10,Art
Quel mouvement artistique est associé à Jackson Pollock et Mark Rothko ?,L'expressionnisme abstrait,Le pop art,Le réalisme,L'art cinétique,10,Art
Quel artiste est connu pour ses sculptures en acier inoxydable ?,Jeff Koons,Anish Kapoor,Damien Hirst,Yayoi Kusama,10,Art
Quel mouvement artistique est associé à Andy Warhol et Roy Lichtenstein ?,Le pop art,L'impressionnisme,Le surréalisme,Le cubisme,9,Art
Quel artiste est connu pour ses peintures de fleurs et de nature morte ?,Géographiergia O'Keeffe,Frida Kahlo,Yoko Ono,artemisia Gentileschi,8,Art
Quel est le personnage principal de la série de jeux vidéo "The Legend of Zelda"?,Link,Mario,Zelda,Ganon,1,Jeux-vidéos
Dans quel jeu vidéo peut-on retrouver les personnages Ryu et Ken?,Street Fighter,Mortal Kombat,Tekken,Super Smash Bros,4,Jeux-vidéos
Quel est le nom du hérisson bleu emblématique de Sega?,Sonic,Lucario,Yoshi,Mario,1,Jeux-vidéos
Quelle console de jeu vidéo est produite par Sony?,PlayStation,Xbox,Switch,Wii,2,Jeux-vidéos
Quel jeu vidéo est sorti en premier : "Call of Duty" ou "Battlefield"?,Call of Duty,Battlefield,Les deux sont sortis en même temps,42,2,Jeux-vidéos
Quelle est la date de sortie initiale du jeu vidéo "Minecraft"?,2009,2010,2011,2012,7,Jeux-vidéos
Quel est le nom de l'entreprise qui a développé le jeu vidéo "Fortnite"?,Epic Games,Ubisoft,Activision,Blizzard,3,Jeux-vidéos
Quelle est la première console de jeu vidéo domestique sortie sur le marché?,Magnavox Odyssey,Atari 2600,Super Nintendo Entertainment System (SNES),Nintendo 64,10,Jeux-vidéos
Quelle est la devise de la série de jeux vidéo "Assassin's Creed"?,Rien n'est vrai. Tout est permis,La paix par la force,Pour la Horde!,Le pouvoir réside dans les poings,9,Jeux-vidéos
Quel est le nom de l'androïde protagoniste du jeu vidéo "Detroit: Become Human"?,Connor,Adam,Jensen,Markus,8,Jeux-vidéos
Dans quel jeu vidéo peut-on incarner le personnage de Geralt de Riv?,The Witcher,Final Fantasy VII,Dark Souls,World of Warcraft,4,Jeux-vidéos
Quel est le nom du protagoniste du jeu vidéo "Half-Life"?,Gordon Freeman,John Marston,Ezio Auditore,Master Chief,10,Jeux-vidéos
Quel est le jeu vidéo le plus vendu de tous les temps?,Minecraft,Tetris,Grand Theft Auto V,Call of Duty: Modern Warfare,7,Jeux-vidéos
Quelle est la capacité maximale de stockage de la console de jeu PlayStation 5?,825 Go,500 Go,1 To,2 To,7,Jeux-vidéos
Quel est le nom du robot compagnon dans le jeu vidéo "Portal"?,Wheatley,GLaDOS,Claptrap,Cortana,10,Jeux-vidéos
Quel est le personnage principal de la série de jeux vidéo "Super Mario"?,Mario,Luigi,Yoshi,Donkey Kong,1,Jeux-vidéos
Dans quel jeu vidéo peut-on incarner le personnage de Lara Croft?,Tomb Raider,Uncharted,Metal Gear Solid,Resident Evil,2,Jeux-vidéos
Quelle est la console de jeu vidéo la plus vendue de tous les temps?,PlayStation 2,Nintendo DS,Game Boy,PlayStation 4,9,Jeux-vidéos
Quel est le nom du célèbre plombier dans le jeu vidéo "Super Mario Bros"?,Mario,Luigi,Wario,Waluigi,1,Jeux-vidéos
Quel est le nom du vaisseau spatial emblématique dans le jeu vidéo "Star Fox"?,Arwing,X-wing,TIE Fighter,Millennium Falcon,10,Jeux-vidéos
Quel est le nom du protagoniste dans le jeu vidéo "Metal Gear Solid"?,Solid Snake,Big Boss,Raiden,Liquid Snake,4,Jeux-vidéos
Quelle est la première console de jeu vidéo portable sortie sur le marché?,Game Boy,Atari Lynx,Nintendo DS,Sega Game Gear,5,Jeux-vidéos
Quel est le nom du protagoniste du jeu vidéo "Assassin's Creed"?,Altaïr Ibn-La'Ahad,Ezio Auditore,Edward Kenway,Connor Kenway,4,Jeux-vidéos
Dans quel jeu vidéo peut-on incarner le personnage de Kratos?,God of War,Devil May Cry,Bayonetta,Dark Souls,6,Jeux-vidéos
Quelle est la première console de jeu vidéo produite par Microsoft?,Xbox,Xbox 360,Xbox One,CodyCross,4,Jeux-vidéos
Quel est le nom du studio de développement responsable de la série de jeux vidéo "The Elder Scrolls"?,Bethesda Game Studios,Bioware,Ubisoft,Rockstar Games,9,Jeux-vidéos
Quel est le nom du monde ouvert dans le jeu vidéo "The Legend of Zelda: Breath of the Wild"?,Hyrule,Skyrim,Azeroth,Gotham,3,Jeux-vidéos
Quel est le nom du personnage emblématique du jeu vidéo "Pokémon"?,Pikachu,Dracaufeu,Rondoudou,Mewtwo,1,Jeux-vidéos
Quel est le nom du protagoniste dans le jeu vidéo "Uncharted"?,Nathan Drake,Joel,Ellie,Kratos,9,Jeux-vidéos
Quel est le nom de l'antagoniste principal dans la série de jeux vidéo "Final Fantasy"?,Sephiroth,Kefka Palazzo,Golbez,Ultimecia,10,Jeux-vidéos
Quel est le nom du protagoniste dans le jeu vidéo "Red Dead Redemption 2"?,arthur Morgan,John Marston,Dutch van der Linde,Micah Bell,7,Jeux-vidéos
Quel est le nom du monde virtuel dans le jeu vidéo "World of Warcraft"?,Azeroth,Midgar,Tamriel,Pandora,5,Jeux-vidéos
Quelle est la capacité de stockage maximale de la console de jeu Xbox Series X?,1 To,500 Go,2 To,512 Go,7,Jeux-vidéos
Quel est le nom du personnage principal dans le jeu vidéo "BioShock"?,Jack,Booker DeWitt,Elizabeth,Sander Cohen,10,Jeux-vidéos
Quel pays a remporté le plus grand nombre de Coupes du Monde de football?,Brésil,Allemagne,Italie,Argentine,2,Sport
Quel pays a remporté la Coupe du Monde de football 2018?,France,Brésil,Allemagne,Italie,1,Sport
Quel joueur de basketball est souvent surnommé "King James"?,LeBron James,Kobe Bryant,Michael Jordan,Stephen Curry,1,Sport
Quel est le nom du joueur de tennis suisse qui a remporté 20 titres du Grand Chelem?,Roger Federer,Rafael Nadal,Novak Djokovic,Andy Murray,4,Sport
Dans quel sport peut-on marquer un "touchdown"?,Football américain,Basketball,Rugby,Tennis,2,Sport
Quelle équipe de basketball de la NBA a remporté le plus de championnats?,Boston Celtics,Los Angeles Lakers,Chicago Bulls,Golden State Warriors,8,Sport
Quelle est la distance (en kilomètres) d'un marathon?,42,37,45,50 kilomètres,5,Sport
Quel joueur de football a remporté le Ballon d'Or en 2020?,Messi,Ronaldo,Neymar,Mbappé,3,Sport
Quel est le nom du tournoi de tennis qui se déroule à Wimbledon?,The Championships,Big Open,UK Open,The ChampionsCup,9,Sport
Quel est le nom du célèbre boxeur américain qui a affronté Muhammad Ali lors du "Rumble in the Jungle"?,Géographierge Foreman,Joe Frazier,Mike Tyson,Manny Pacquiao,6,Sport
Quel est le nom du skieur alpin autrichien qui a remporté 8 médailles d'or aux Jeux Olympiques d'hiver?,Marcel Hirscher,Hermann Maier,Bode Miller,Franz Klammer,10,Sport
Quel est le nom du stade de football de Barcelone?,Camp Nou,Santiago Bernabeu,Old Trafford,Anfield,10,Sport
Quel est le nom du célèbre golfeur américain qui a remporté 15 tournois du Grand Chelem?,Tiger Woods,Phil Mickelson,Rory McIlroy,Jordan Spieth,5,Sport
Quelle équipe de baseball a remporté le plus de Séries Mondiales?,New York Yankees,St. Louis Cardinals,Boston Red Sox,Los Angeles Dodgers,10,Sport
Quel est le nom du joueur de basketball qui détient le record du plus grand nombre de points marqués en un seul match de la NBA (100 points)?,Wilt Chamberlain,Kobe Bryant,Michael Jordan,LeBron James,10,Sport
Quel pays a remporté le plus de médailles d'or aux Jeux Olympiques d'été de 2021?,États-Unis,Chine,Japon,Australie,9,Sport
Dans quel sport le terme "grand chelem" désigne-t-il le fait de remporter les quatre tournois majeurs la même année?,Tennis,Golf,Rugby,Cricket,7,Sport
Quel est le nom du célèbre athlète jamaïcain surnommé "Lightning Bolt"?,Usain Bolt,Carl Lewis,Michael Johnson,Mo Farah,1,Sport
Quel groupe de rock britannique est connu pour des chansons comme "Stairway to Heaven" et "Kashmir"?,Led Zeppelin,The Beatles,Queen,The Rolling Stones,5,Musique
Quelle artiste pop est surnommée "Queen of Pop"?,Madonna,Beyoncé,Taylor Swift,Rihanna,3,Musique
Quelle est l'année de sortie de l'album "Thriller" de Michael Jackson?,1982,1984,1986,1988,10,Musique
Quel est le nom du célèbre groupe de rap américain formé par Dr. Dre et Ice Cube?,N.W.A,Wu-Tang Clan,Public Enemy,OutKast,6,Musique
Quelle chanteur a remporté le prix Nobel de littérature en 2016?,Bob Dylan,Leonard Cohen,Paul McCartney,Johnny Cash,7,Musique
Quel est le nom du groupe de rock canadien connu pour des titres comme "Tom Sawyer" et "Limelight"?,Rush,AC/DC,The Who,Pink Floyd,8,Musique
Quel compositeur autrichien est connu pour ses symphonies d(ont la 5e symphonie "La Destinée")?,Beethoven,Mozart,Bach,Schubert,1,Musique
Quel est le nom du groupe de musique électronique français connu pour des chansons comme "One More Time" et "Get Lucky"?,Daft Punk,Justice,Air,Phoenix,2,Musique
Quelle chanteuse est connue pour son album "21" et des chansons comme "Rolling in the Deep" et "Someone Like You"?,Adele,Taylor Swift,Beyoncé,Rihanna,7,Musique
Quel est le nom du groupe de rock américain connu pour des chansons comme "Sweet Child o' Mine" et "November Rain"?,Guns N' Roses,Metallica,Nirvana,AC/DC,10,Musique
Quel est le nom du groupe de rock britannique connu pour des chansons comme "Bohemian Rhapsody" et "We Will Rock You"?,Queen,The Beatles,The Rolling Stones,U2,2,Musique
Quelle est la nationalité du célèbre guitariste espagnol Carlos Santana?,Mexicaine,Américaine,Brésilienne,Espagnole,3,Musique
Quel est le nom de la célèbre chanteuse de soul américaine surnommée "The Queen of Soul"?,Aretha Franklin,Ella Fitzgerald,Nina Simone,Tina Turner,8,Musique
Quel compositeur russe est connu pour ses ballets "Le Lac des cygnes" ainsi que "La Belle au bois dormant" et "Casse-Noisette"?,Tchaïkovski,Rachmaninoff,Stravinsky,Chostakovitch,7,Musique
Quel est le nom du groupe de rock britannique formé par Mick Jagger et Keith Richards?,The Rolling Stones,The Beatles,Queen,U2,4,Musique
Quelle chanteuse américaine est connue pour son album "Back to Black" et des chansons comme "Rehab" et "Valerie"?,Amy Winehouse,Adele,Taylor Swift,Beyoncé,4,Musique
Quel est le nom du groupe de rock américain connu pour des chansons comme "Smells Like Teen Spirit" et "Come as You Are"?,Nirvana,Guns N' Roses,Metallica,AC/DC,4,Musique
Quelle est la valeur de π (pi) arrondie à 4 décimales près ?,3.1416,3.1415,3.1414,3.1413,3,Maths
Combien de côtés a un ennéagone ?,9,7,20,11,7,Maths
Quelle est la racine carrée de 144 ?,12,11,14,15,2,Maths
Quelle est la formule de l'aire d'un cercle ?,A = πr²,A = 2πr,A = πd,A = 4πr,2,Maths
Quel est le nombre d'or (aussi connu sous le nom de phi (φ)) ?,1.618,2.718,3.141,1.414,6,Maths
Quel est le nombre de faces d'un dodécaèdre ?,12,10,8,20,2,Maths
Quelle est la valeur de la constante d'Euler (e) arrondie à deux décimales près ?,2.71,3.14,1.41,2.50,9,Maths
Quel est le théorème qui établit la relation entre les côtés et les angles d'un triangle ?,Théorème de Pythagore,Théorème de Thalès,Théorème de l'angle inscrit,Théorème de la médiane,3,Maths
Quel est le résultat de la factorisation de l'expression suivante : (x+2)(x-3) ?,x^2 - x - 6,x^2 + x - 6,x^2 + x + 6,x^2 - x + 6,5,Maths
Quel est le périmètre d'un cercle ayant un rayon de 5 unités ?,31.42,25.12,15.7,10,7,Maths
Quelle est la valeur de la dérivée de sin(x) par rapport à x ?,cos(x),-cos(x),xcos(x),-xcos(x),3,Maths
Quelle est la dérivée de cos(x) par rapport à x ?,-sin(x),sin(x),xsin(x),-xsin(x),3,Maths
Combien de diagonales possède un octaèdre ?,12,16,24,32,8,Maths
Quel est le résultat de l'intégrale de x^2 par rapport à x ?,1/3x^3 + C,2x + C,x^3 + C,-2x + C,3,Maths
Quelle est la formule de la somme des angles intérieurs d'un polygone à n côtés ?,S = (n - 2) × 180,S = n × 180,S = (n + 2) × 180,S = n × 90,7,Maths
Quel est le résultat de l'équation 2^x = 16 ?,x = 4,x = 2,x = 8,x = 6,2,Maths
Quelle est la dérivée de ln(x) par rapport à x ?,1/x,1/x^2,ln(x)/x,e^x/x,3,Maths
Combien de chiffres contient le nombre 10^100 ?,101,99,100,199,10,Maths
Quelle est la valeur de l'intégrale de sin(x) de 0 à π ?,2,0,1,-1,4,Maths
Quelle est la limite de (1 + 1/n)^n lorsque n tend vers l'infini ?,e,1/2,∞,0,9,Maths
Quelle est la solution de l'équation x^3 + 2x^2 - 5x - 6 = 0 ?,x = -3,x = 2,x = -2,x = 3,5,Maths
